CAS Number,Chemical Name,SMILES,Species Scientific Name,Species Common Name,Species Sub Phylum,Effect,Organism Lifestage,Exposure Duration Mean (Days),Conc 1 Mean (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Units (Standardized)
28553-12-0,"1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester",*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,Lepomis microlophus,Redear Sunfish,Vertebrata,Mortality,Embryo,NR,71.85,,AI mg/L
28553-12-0,"1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester",*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,Lepomis microlophus,Redear Sunfish,Vertebrata,Mortality,Embryo,NR,4.67,,AI mg/L
32534-81-9,"1,1'-Oxybisbenzene pentabromo deriv.",,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,500.0,>,AI mg/L
32536-52-0,"1,1'-Oxybisbenzene octabromo deriv.",,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,500.0,>,AI mg/L
32598-13-3,"3,3',4,4'-Tetrachloro-1,1'-biphenyl",Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Egg,NR,2.3,,AI mg/L
37324-23-5,Aroclor 1262,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,50.0,,AI mg/L
37324-23-5,Aroclor 1262,,Agonus cataphractus,Hooknose,Vertebrata,Mortality,Adult,NR,10.0,>,AI mg/L
37324-23-5,Aroclor 1262,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,50.0,>,AI mg/L
37324-23-5,Aroclor 1262,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,50.0,>,AI mg/L
53469-21-9,PCB 1242,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,21.0,>,AI mg/L
53469-21-9,PCB 1242,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,5.42,,AI mg/L
53469-21-9,PCB 1242,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,5.4,,AI mg/L
53469-21-9,PCB 1242,,Agonus cataphractus,Hooknose,Vertebrata,Mortality,Adult,NR,10.0,>,AI mg/L
53469-21-9,PCB 1242,,Oncorhynchus clarkii,Cutthroat Trout,Vertebrata,Mortality,Not reported,NR,5.43,,AI mg/L
53469-21-9,PCB 1242,,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,1500.0,>,AI mg/kg bdwt
57465-28-8,"3,3',4,4',5-Pentachloro-1,1'-biphenyl",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,4,1.1660318924,,AI mg/L
57465-28-8,"3,3',4,4',5-Pentachloro-1,1'-biphenyl",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Egg,NR,74.0,,ng/g egg
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Larva,4,1.04,,AI mg/L
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Embryo,4,1.08,,AI mg/L
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Gobiocypris rarus,Chinese Rare Minnow,Vertebrata,Mortality,Embryo,4,3.58,,AI mg/L
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,2,3.29,,AI mg/L
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,2,2.712,,AI mg/L
131860-33-8,(alphaE)-2-[[6-(2-Cyanophenoxy)-4-pyrimidinyl]oxy]-alpha-(methoxymethylene)benzeneacetic acid methyl ester,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not coded,4,1.1,,AI mg/L
141517-21-7,(alphaE)-alpha-(Methoxyimino)-2-[[[(E)-[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]benzeneacteic acid methyl ester,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Egg,.8333,1.06178046,,AI mg/L
143390-89-0,(alphaE)-alpha-(Methoxyimino)-2-[(2-methylphenoxy)methyl]benzeneacetic acid methyl ester,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not coded,4,1.173,,AI mg/L
198697-58-4,"N-[2-[[[1-(4-Chlorophenyl)-1H-pyrazol-3-yl]oxy]methyl]phenyl]-N-methoxycarbamic acid, methyl ester mixt. with rel-1-[[(2R,3S)-3-(2-chlorophenyl)-2-(4-fluorophenyl)-2-oxiranyl]methyl]-1H-1,2,4-triazole",,Rhamdia quelen,Catfish,Vertebrata,Mortality,Fingerling,NR,9.9,,AI mg/L
361377-29-9,"(1E)-[2-[[6-(2-Chlorophenoxy)-5-fluoro-4-pyrimidinyl]oxy]phenyl](5,6-dihydro-1,4,2-dioxazin-3-yl)-methanone, O-Methyloxime",CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,Danio rerio,Zebra Danio,Vertebrata,Mortality,Egg,.8333,2.66123256,,AI mg/L
361377-29-9,"(1E)-[2-[[6-(2-Chlorophenoxy)-5-fluoro-4-pyrimidinyl]oxy]phenyl](5,6-dihydro-1,4,2-dioxazin-3-yl)-methanone, O-Methyloxime",CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Not coded,4,1.374,>,AI mg/L
50-06-6,"5-Ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,484.0,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Rivulus marmoratus,Mangrove Rivulus,Vertebrata,Mortality,Juvenile,1,1.29,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Rivulus marmoratus,Mangrove Rivulus,Vertebrata,Mortality,Adult,4,4.26,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,3,3.5,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Fundulus heteroclitus,Mummichog,Vertebrata,Mortality,Embryo,NR,11.19512214,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,3,16.99697376,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,3.5,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5,6.809685,>,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Blastula,10,1.04,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Adult,NR,3.5,,AI mg/L
50-28-2,"(17beta)Estra-1,3,5(10)triene-3,17-diol",C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Fundulus heteroclitus,Mummichog,Vertebrata,Mortality,Embryo,NR,5.09364438,,AI mg/L
52-53-9,"alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile",COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Juvenile,4,2.72,,AI mg/L
53-86-1,1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5.8333,171.740784,,AI mg/L
53-86-1,1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5.8333,53.668995,,AI mg/L
53-86-1,1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Larva,4,81.92,,AI mg/L
53-86-1,1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5.8333,171.740784,,AI mg/L
53-86-1,1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Danio rerio,Zebra Danio,Vertebrata,Mortality,Embryo,5.8333,139.539387,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,3.2,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,3.0,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,5.5,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.99,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.0,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.0,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.18,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,18.0,>,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,5.3,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.91,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.76,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,3.58,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.92,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.6,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.7,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.2,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.6,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.2,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.09,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.72,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.87,>,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,6.5,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,4.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,5.4,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,3.4,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,5.04,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.7,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.18,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.67,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,2.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.91,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,10.0,>,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,4.7,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.38,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,4.8,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,3.4,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.67,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,1.2,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,18.0,>,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.23,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.71,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,4.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.7,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.01,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,2.5,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.7,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,1.87,>,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Fry,NR,2.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,6.3,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.65,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.51,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.67,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.0,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.4,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.8,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.1,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.38,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.39,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.09,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.82,,AI mg/L
55-63-0,"1,2,3-Propanetriol, 1,2,3-Trinitrate",O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,18.0,>,AI mg/L
